base_plus_pca_skill,base_plus_pca_uncertainty_skill,base_plus_surprise_velocity_skill,base_plus_surprise_velocity_uncertainty_skill,base_plus_uncertainty_skill,base_skill,block_rows,block_seconds,ci_high,ci_low,diagnostic,draws,feature,increment_beyond_surprise_velocity,paired_intervals,quintile_monotonic,quintile_samples,quintile_target_means,samples,seed,spearman,target
,,,,,,12,60,0.07870090555678756,0.011042956476522862,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,0,0.04615467538842922,surface_displacement
,,,,,,24,120,0.07837483063443142,0.006751195900941155,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,0,0.04615467538842922,surface_displacement
,,,,,,60,300,0.07275787178829562,0.001638916121437068,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,0,0.04615467538842922,surface_displacement
,,,,,,12,60,0.04693335503444861,-0.015972604760375302,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,0,0.01651484989114724,absolute_atm_iv_change
,,,,,,24,120,0.046811215206157476,-0.01662349097797622,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,0,0.01651484989114724,absolute_atm_iv_change
,,,,,,60,300,0.045709218251398315,-0.016306781693880588,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,0,0.01651484989114724,absolute_atm_iv_change
,,,,,,12,60,0.16753631395058727,0.01889722550083174,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.0001253889831551262]",4477,0,0.09277787955073571,realized_futures_volatility
,,,,,,24,120,0.18288280145976507,-0.0008920632538243289,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.0001253889831551262]",4477,0,0.09277787955073571,realized_futures_volatility
,,,,,,60,300,0.20740957387720255,-0.005713963001209757,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.0001253889831551262]",4477,0,0.09277787955073571,realized_futures_volatility
,,,,,,12,60,0.05991567446970228,-0.05691934192335572,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,9.158639096244521e-05]",4477,0,0.005378142980287211,absolute_futures_return
,,,,,,24,120,0.06535301676272387,-0.06416753205035489,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,9.158639096244521e-05]",4477,0,0.005378142980287211,absolute_futures_return
,,,,,,60,300,0.08417350027723118,-0.07103762934188253,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,9.158639096244521e-05]",4477,0,0.005378142980287211,absolute_futures_return
,,,,,,12,60,0.0371460795183971,-0.014967166836159285,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,-2.1047722142079905e-07]",4477,0,0.00976653834316236,near_atm_spread_change
,,,,,,24,120,0.028505258064735483,-0.009311908368228997,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,-2.1047722142079905e-07]",4477,0,0.00976653834316236,near_atm_spread_change
,,,,,,60,300,0.02423063225773907,-0.00541395971730316,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,-2.1047722142079905e-07]",4477,0,0.00976653834316236,near_atm_spread_change
,,,,,,12,60,0.08251697701670939,-0.02733689553736515,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,7.251794109866106e-05]",4477,0,0.027640672254815927,absolute_atm_straddle_change
,,,,,,24,120,0.0837210906899698,-0.030931596975052635,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,7.251794109866106e-05]",4477,0,0.027640672254815927,absolute_atm_straddle_change
,,,,,,60,300,0.099938061377564,-0.03746312960144961,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,7.251794109866106e-05]",4477,0,0.027640672254815927,absolute_atm_straddle_change
,,,,,,12,60,0.050650186831541745,-0.04813800616717797,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,8.705193779354523e-08]",4477,0,0.0012380624610219288,parity_restoration
,,,,,,24,120,0.04843660870353398,-0.04436557075076115,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,8.705193779354523e-08]",4477,0,0.0012380624610219288,parity_restoration
,,,,,,60,300,0.038246522016970694,-0.036628002045329885,diagnostic_2,500,aligned_cross_seed_uncertainty_30s,,,False,"[0,0,0,0,4477]","[null,null,null,null,8.705193779354523e-08]",4477,0,0.0012380624610219288,parity_restoration
-0.126077985639794,-0.07712441977195228,-0.07998679525970909,-0.09724172922154795,-0.1740331166192528,-0.2206168077093067,,,,,diagnostic_2,,uncertainty_increment_30s,-0.01725493396183886,"{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":0.0008958365049256795,""ci_low"":0.0008445309394137225,""ci_high"":0.0009434470726564455,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.0008958365049256795,""ci_low"":0.000838900415412252,""ci_high"":0.0009549764716181949,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.0008958365049256795,""ci_low"":0.0008208902766348596,""ci_high"":0.0009689948288394086,""positive_probability"":1.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":0.0009414108312267177,""ci_low"":0.0008755998588716552,""ci_high"":0.0010065973360295353,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.0009414108312267177,""ci_low"":0.0008692676160020981,""ci_high"":0.0010173777108818292,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.0009414108312267177,""ci_low"":0.0008494932292532839,""ci_high"":0.0010442177985246325,""positive_probability"":1.0,""block_rows"":60,""draws"":500}},""comparator_to_candidate"":{""60s"":{""mean_mae_reduction"":-0.0003318242795147982,""ci_low"":-0.0003556857690933752,""ci_high"":-0.0003064120767248728,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-0.0003318242795147982,""ci_low"":-0.00035846752224613415,""ci_high"":-0.00030379493146111904,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-0.0003318242795147982,""ci_low"":-0.0003687104128241095,""ci_high"":-0.00029697527571509474,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}}",,,,,0,,surface_displacement
0.16518038451412187,0.15687665471380874,0.19419283023134237,0.18570788731698284,0.1831182771142308,0.1894451971199771,,,,,diagnostic_2,,uncertainty_increment_30s,-0.008484942914359528,"{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":-3.235150242537335e-05,""ci_low"":-3.3725603864934564e-05,""ci_high"":-3.091993183197793e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-3.235150242537335e-05,""ci_low"":-3.387338251793584e-05,""ci_high"":-3.08028399705586e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-3.235150242537335e-05,""ci_low"":-3.431719251058051e-05,""ci_high"":-3.0260645279830544e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":-4.2459543431955144e-05,""ci_low"":-4.397297602432032e-05,""ci_high"":-4.0854531053934665e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-4.2459543431955144e-05,""ci_low"":-4.4205862426806274e-05,""ci_high"":-4.041979739556979e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-4.2459543431955144e-05,""ci_low"":-4.4942946691338634e-05,""ci_high"":-3.9944909353706934e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}},""comparator_to_candidate"":{""60s"":{""mean_mae_reduction"":-4.338614223409822e-05,""ci_low"":-4.5302544589512315e-05,""ci_high"":-4.151916641136977e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-4.338614223409822e-05,""ci_low"":-4.548449974164492e-05,""ci_high"":-4.120489058037885e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-4.338614223409822e-05,""ci_low"":-4.610848268519605e-05,""ci_high"":-4.059938180203728e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}}",,,,,0,,absolute_atm_iv_change
,,,,,,12,60,0.13822314472139785,0.04892714535475378,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,0,0.09581108297169315,surface_displacement
,,,,,,24,120,0.14740797718186704,0.05431168030476126,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,0,0.09581108297169315,surface_displacement
,,,,,,60,300,0.14701509341251776,0.04277290914878119,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,0,0.09581108297169315,surface_displacement
,,,,,,12,60,0.07536603464053344,-0.005732529664626493,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,0,0.033872186419734523,absolute_atm_iv_change
,,,,,,24,120,0.08654737572141522,-0.005589556502171574,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,0,0.033872186419734523,absolute_atm_iv_change
,,,,,,60,300,0.08568234157791674,-0.008514219096431404,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,0,0.033872186419734523,absolute_atm_iv_change
,,,,,,12,60,0.12233286265210928,-0.059127496354590414,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.00011404065644264808]",2342,0,0.015465833998171415,realized_futures_volatility
,,,,,,24,120,0.13688233605252453,-0.07424832413762134,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.00011404065644264808]",2342,0,0.015465833998171415,realized_futures_volatility
,,,,,,60,300,0.14197398469172196,-0.0639643958498991,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.00011404065644264808]",2342,0,0.015465833998171415,realized_futures_volatility
,,,,,,12,60,0.04873463044578873,-0.09455079473527311,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,8.653433886885542e-05]",2342,0,-0.026998234884199612,absolute_futures_return
,,,,,,24,120,0.05562528808233328,-0.09138469416808405,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,8.653433886885542e-05]",2342,0,-0.026998234884199612,absolute_futures_return
,,,,,,60,300,0.07364468593276877,-0.08805296919055022,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,8.653433886885542e-05]",2342,0,-0.026998234884199612,absolute_futures_return
,,,,,,12,60,0.031054232191224218,-0.041342156867613236,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,-1.7938044063455045e-06]",2342,0,-0.004561868157168279,near_atm_spread_change
,,,,,,24,120,0.01923471804901596,-0.03767870431141532,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,-1.7938044063455045e-06]",2342,0,-0.004561868157168279,near_atm_spread_change
,,,,,,60,300,0.008763680503918866,-0.030471376888777,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,-1.7938044063455045e-06]",2342,0,-0.004561868157168279,near_atm_spread_change
,,,,,,12,60,-0.13053575270921539,-0.27160164643633505,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,4.62682661620294e-05]",2342,0,-0.20167811196760105,absolute_atm_straddle_change
,,,,,,24,120,-0.11987130467926298,-0.2755285692510345,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,4.62682661620294e-05]",2342,0,-0.20167811196760105,absolute_atm_straddle_change
,,,,,,60,300,-0.10434685473876165,-0.2722326006248259,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,4.62682661620294e-05]",2342,0,-0.20167811196760105,absolute_atm_straddle_change
,,,,,,12,60,0.024539673807568562,-0.0993354092215117,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,3.615126816807776e-07]",2342,0,-0.04121995395203982,parity_restoration
,,,,,,24,120,0.022680309137807247,-0.0925105276129791,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,3.615126816807776e-07]",2342,0,-0.04121995395203982,parity_restoration
,,,,,,60,300,0.021801054368910777,-0.07974055792463908,diagnostic_1,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,2342]","[null,null,null,null,3.615126816807776e-07]",2342,0,-0.04121995395203982,parity_restoration
-0.004032467533416906,0.03803474397293627,0.00525863622197531,0.0032033886445531623,-0.04039902727828504,-0.08200533791537845,,,,,diagnostic_1,,uncertainty_increment_60s,-0.002055247577422148,"{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":0.0007977894394871339,""ci_low"":0.0007330927013166542,""ci_high"":0.000855583149619864,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.0007977894394871339,""ci_low"":0.0007359971659038837,""ci_high"":0.0008607523300190777,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.0007977894394871339,""ci_low"":0.0007339378985112418,""ci_high"":0.0008648446816395748,""positive_probability"":1.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":0.0008066270855200431,""ci_low"":0.0007265880120017525,""ci_high"":0.0008934620148012534,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.0008066270855200431,""ci_low"":0.000702958738824382,""ci_high"":0.0008940435312247755,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.0008066270855200431,""ci_low"":0.0007071938680913717,""ci_high"":0.0008943750752951979,""positive_probability"":1.0,""block_rows"":60,""draws"":500}},""comparator_to_candidate"":{""60s"":{""mean_mae_reduction"":-3.940880091726159e-05,""ci_low"":-4.35361222880226e-05,""ci_high"":-3.568839117302367e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-3.940880091726159e-05,""ci_low"":-4.4155012213373725e-05,""ci_high"":-3.5089160150366725e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-3.940880091726159e-05,""ci_low"":-4.356569311212347e-05,""ci_high"":-3.503425821161449e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}}",,,,,0,,surface_displacement
0.1412867257999385,0.13375814120142704,0.17058071733886682,0.16354475802448354,0.1659977420941926,0.1716380222591154,,,,,diagnostic_1,,uncertainty_increment_60s,-0.007035959314383278,"{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":-2.44973947750363e-05,""ci_low"":-2.5755511335387044e-05,""ci_high"":-2.3117371364057113e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-2.44973947750363e-05,""ci_low"":-2.628231566990869e-05,""ci_high"":-2.2882266091718313e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-2.44973947750363e-05,""ci_low"":-2.628195580408446e-05,""ci_high"":-2.2480642268984004e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":-3.269885601675885e-05,""ci_low"":-3.419963478261019e-05,""ci_high"":-3.1027355479778005e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-3.269885601675885e-05,""ci_low"":-3.457470840634262e-05,""ci_high"":-3.0811387413930546e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-3.269885601675885e-05,""ci_low"":-3.507231590101921e-05,""ci_high"":-3.0483389454067854e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}},""comparator_to_candidate"":{""60s"":{""mean_mae_reduction"":-3.0559239595486094e-05,""ci_low"":-3.238940456810942e-05,""ci_high"":-2.907743674777707e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-3.0559239595486094e-05,""ci_low"":-3.268076579499358e-05,""ci_high"":-2.850168484716593e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-3.0559239595486094e-05,""ci_low"":-3.281039157894718e-05,""ci_high"":-2.827151878698443e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}}",,,,,0,,absolute_atm_iv_change
,,,,,,12,60,0.07991932512101324,0.014407944364071057,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,0,0.04914829302517392,surface_displacement
,,,,,,24,120,0.08312419821556763,0.010120393628210069,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,0,0.04914829302517392,surface_displacement
,,,,,,60,300,0.07835927613692058,0.009818509000560164,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,0,0.04914829302517392,surface_displacement
,,,,,,12,60,0.044291808733333736,-0.020113815610973505,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,0,0.01183844651126235,absolute_atm_iv_change
,,,,,,24,120,0.0411911829970845,-0.021923743085110334,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,0,0.01183844651126235,absolute_atm_iv_change
,,,,,,60,300,0.04062540313899096,-0.020315194855586766,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,0,0.01183844651126235,absolute_atm_iv_change
,,,,,,12,60,0.16007101650390998,0.01585746407413235,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.0001253889831551262]",4477,0,0.08895105342483424,realized_futures_volatility
,,,,,,24,120,0.17551339542093647,-0.0016025610779404,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.0001253889831551262]",4477,0,0.08895105342483424,realized_futures_volatility
,,,,,,60,300,0.20582378649848154,-0.014766702037218287,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.0001253889831551262]",4477,0,0.08895105342483424,realized_futures_volatility
,,,,,,12,60,0.06497264861698532,-0.05019225001652526,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,9.158639096244521e-05]",4477,0,0.010107287605678528,absolute_futures_return
,,,,,,24,120,0.07280158545973227,-0.05830367062243381,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,9.158639096244521e-05]",4477,0,0.010107287605678528,absolute_futures_return
,,,,,,60,300,0.08910188988749332,-0.06311380357860975,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,9.158639096244521e-05]",4477,0,0.010107287605678528,absolute_futures_return
,,,,,,12,60,0.03870923812924876,-0.012624302943094889,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,-2.1047722142079905e-07]",4477,0,0.012027528179339013,near_atm_spread_change
,,,,,,24,120,0.03207048143949207,-0.00709599600435398,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,-2.1047722142079905e-07]",4477,0,0.012027528179339013,near_atm_spread_change
,,,,,,60,300,0.024947403307989207,-0.00261984327186229,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,-2.1047722142079905e-07]",4477,0,0.012027528179339013,near_atm_spread_change
,,,,,,12,60,0.08750414200750992,-0.022025837657722133,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,7.251794109866106e-05]",4477,0,0.03349798140085213,absolute_atm_straddle_change
,,,,,,24,120,0.08902240591100419,-0.021364900414683266,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,7.251794109866106e-05]",4477,0,0.03349798140085213,absolute_atm_straddle_change
,,,,,,60,300,0.10411120897943978,-0.03821315688792041,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,7.251794109866106e-05]",4477,0,0.03349798140085213,absolute_atm_straddle_change
,,,,,,12,60,0.061365070484330875,-0.03778514982269243,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,8.705193779354523e-08]",4477,0,0.011657675722105573,parity_restoration
,,,,,,24,120,0.05765180941799085,-0.03566484095999572,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,8.705193779354523e-08]",4477,0,0.011657675722105573,parity_restoration
,,,,,,60,300,0.049468476354614856,-0.028340754668906187,diagnostic_2,500,aligned_cross_seed_uncertainty_60s,,,False,"[0,0,0,0,4477]","[null,null,null,null,8.705193779354523e-08]",4477,0,0.011657675722105573,parity_restoration
-0.126077985639794,-0.06917919048677668,-0.09986958483226549,-0.10245471730601285,-0.16809144813543742,-0.2206168077093067,,,,,diagnostic_2,,uncertainty_increment_60s,-0.0025851324737473647,"{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":0.001010098887390787,""ci_low"":0.0009539698515346757,""ci_high"":0.0010627836883488034,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.001010098887390787,""ci_low"":0.0009490671936627333,""ci_high"":0.00107678984692047,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.001010098887390787,""ci_low"":0.0009297230600943608,""ci_high"":0.0010887943400900066,""positive_probability"":1.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":0.001094203069606994,""ci_low"":0.0010197001528244973,""ci_high"":0.0011694727664860966,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.001094203069606994,""ci_low"":0.0010055434842675135,""ci_high"":0.0011796005561248634,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.001094203069606994,""ci_low"":0.0009899182678928579,""ci_high"":0.0012133298906820812,""positive_probability"":1.0,""block_rows"":60,""draws"":500}},""comparator_to_candidate"":{""60s"":{""mean_mae_reduction"":-4.971388024136184e-05,""ci_low"":-5.315526869455052e-05,""ci_high"":-4.612986298045934e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-4.971388024136184e-05,""ci_low"":-5.3419737419823546e-05,""ci_high"":-4.562464546515486e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-4.971388024136184e-05,""ci_low"":-5.502744985980912e-05,""ci_high"":-4.4598597372063195e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}}",,,,,0,,surface_displacement
0.16518038451412187,0.15812930773505063,0.19025160042515232,0.1838490660814297,0.1842300573470006,0.1894451971199771,,,,,diagnostic_2,,uncertainty_increment_60s,-0.006402534343722621,"{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":-2.6666625603117597e-05,""ci_low"":-2.7715105123779573e-05,""ci_high"":-2.5562543610831717e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-2.6666625603117597e-05,""ci_low"":-2.783477105644853e-05,""ci_high"":-2.5459228851094272e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-2.6666625603117597e-05,""ci_low"":-2.8155639138727922e-05,""ci_high"":-2.511576853680368e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":-3.605434039192038e-05,""ci_low"":-3.727562559781964e-05,""ci_high"":-3.474528494788637e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-3.605434039192038e-05,""ci_low"":-3.740309054996455e-05,""ci_high"":-3.442564975948907e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-3.605434039192038e-05,""ci_low"":-3.8004071412567914e-05,""ci_high"":-3.4136440053633154e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}},""comparator_to_candidate"":{""60s"":{""mean_mae_reduction"":-3.273814196502611e-05,""ci_low"":-3.407456178413499e-05,""ci_high"":-3.146778630815207e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-3.273814196502611e-05,""ci_low"":-3.4182060708992066e-05,""ci_high"":-3.1255836363326975e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-3.273814196502611e-05,""ci_low"":-3.461745391696243e-05,""ci_high"":-3.085572474939201e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}}",,,,,0,,absolute_atm_iv_change
